GL003,63.42083,34.494946,243.09537,64.52297,32.35977,225.20428,64.59891,31.30695,205.97127,65.30646,32.261143,187.20982,67.62048,32.2888,170.1547,69.649605,33.96219,153.67818,70.25478,39.898605,137.55647,69.819565,46.484932,119.31059,69.40182,54.928276,98.07666,68.34113,63.787926,74.81291,68.66193,69.74238,49.889473,68.36414,73.605675,26.220142,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GL016,90.25491,57.585514,200.42337,92.83348,57.353184,182.05446,93.00524,54.500546,163.9497,93.37585,54.29276,147.70885,93.584145,55.89371,131.42151,94.05442,57.32603,115.08411,93.78929,62.10583,96.96462,94.34732,68.22853,78.96544,95.123985,75.6042,58.371025,96.17793,84.22247,37.055836,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GL047,69.54999,33.61522,181.85588,65.80627,32.31939,169.4523,61.631584,30.352135,153.13927,59.04696,31.491848,139.41197,56.047234,34.329666,124.9068,54.40751,39.04346,110.148674,54.149757,45.955303,96.57152,55.911476,54.851704,82.0804,58.684296,64.671234,66.128204,62.08969,75.78104,50.38456,61.848373,85.69368,32.05074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GL124_CT-ax,53.781464,75.14886,205.83989,56.98237,71.948425,189.20908,59.552788,69.242325,169.96298,62.933144,67.57182,152.742,66.10973,66.29704,133.93755,69.24776,67.801445,115.30887,71.81487,73.973595,98.295135,73.48005,82.628746,80.71147,74.385315,92.03406,59.21296,74.30873,101.942955,36.706394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
verse008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71.00398,133.44775,236.22993,74.0204,129.60225,203.43182,76.45236,127.30977,170.01326,77.8627,124.989716,135.81831,77.43715,127.004715,102.63527,75.458984,135.63864,72.93552,nan,nan,nan,nan,nan,nan
verse015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.00525,155.73975,271.94025,58.479492,153.61241,238.80042,59.191216,146.90646,205.83705,52.795647,129.26804,143.82382,52.44092,126.052376,118.641754,nan,nan,nan,nan,nan,nan,nan,nan,nan
verse033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71.16792,136.36897,565.0369,72.41275,144.65569,550.08594,74.98442,154.28116,534.2662,77.42561,164.09299,515.7133,79.97804,174.9168,496.456,80.16435,183.85133,477.38818,80.27884,191.16632,457.26556,79.919846,197.63976,436.1502,80.21149,198.98251,414.9536,80.83525,198.79498,391.77527,81.04205,197.57619,368.13104,79.04636,194.01862,342.85156,77.908844,188.5962,315.92365,75.01926,178.83301,289.3781,71.3793,167.3539,262.69635,69.903366,154.6146,234.12021,71.59387,144.36043,202.76912,75.22044,138.06183,169.63887,77.20424,139.8118,138.9034,nan,nan,nan,nan,nan,nan
verse034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,157.02063,174.03168,442.53662,156.85336,168.75546,411.62354,157.22388,162.44275,380.07532,158.39674,157.65851,345.85938,161.14343,151.65643,310.72168,163.43051,147.62747,274.67194,164.30356,148.59839,237.67471,163.20615,154.58109,202.54057,nan,nan,nan,nan,nan,nan
verse091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,184.10736,216.10266,599.6962,188.13297,225.3143,582.56305,191.51468,235.36859,563.8491,193.45706,244.31451,544.57367,195.04077,251.57587,524.6101,194.54904,256.4637,502.968,192.94131,259.46445,480.66983,190.95059,261.0965,457.7023,188.89685,261.3938,433.95563,185.83963,259.6878,409.39825,180.97717,256.4791,383.04648,176.27763,251.00797,354.61942,174.04788,243.76007,325.01392,171.79213,235.70984,296.9947,174.69135,231.30038,267.1956,180.83324,232.8003,240.01355,180.74948,239.6451,213.87204,nan,nan,nan,nan,nan,nan
verse104_CT-iso,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,166.63193,177.32178,481.1413,170.24948,188.00757,461.83246,171.9154,198.89844,443.0608,169.26547,208.54654,421.94867,165.4423,215.22198,401.7381,162.46472,219.8982,379.08026,160.33002,223.9433,355.45386,159.65814,224.98218,330.53198,159.12566,221.94257,305.81207,159.25972,218.07083,279.51154,157.9617,212.58722,251.4979,157.28833,206.14209,221.27725,157.18135,198.13605,191.48117,158.09296,191.28459,159.66237,158.69716,188.3058,127.18908,158.66574,183.35135,94.399536,nan,nan,nan,nan,nan,nan
