GL003,63.39441,33.29422,241.46152,64.48868,33.003365,225.44695,64.705696,32.071716,207.47852,65.04922,31.951042,188.17075,67.46718,32.10345,170.30186,69.5134,33.55561,153.81702,69.67604,39.415802,137.65529,69.823975,46.863083,118.77954,69.71587,52.81311,97.71373,69.26541,61.796303,74.67887,69.581795,65.85465,51.763824,68.63735,71.02582,42.650978,68.185135,72.71229,18.807896,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,69.005714,71.39595,24.77452,nan,nan,nan,nan,nan,nan
GL016,90.77232,56.814823,197.28761,92.94654,57.11597,182.29996,93.43669,55.039722,163.97575,93.5252,53.996937,147.61002,93.820946,55.538845,131.9694,94.15824,56.81396,115.842026,94.45407,60.937733,96.61915,94.65129,68.05536,76.9053,95.18082,74.98767,59.293243,95.92615,82.6962,36.85645,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GL047,68.80813,31.781982,180.92726,66.224205,32.002434,167.34424,62.52717,30.819405,153.15689,60.254524,31.285652,140.5208,57.042175,33.110077,126.40645,55.332474,38.34039,114.69676,55.277657,44.802853,99.79989,56.035225,54.599148,85.04174,59.03498,64.19595,67.794365,61.823196,74.55925,51.93039,61.771133,84.19539,33.241146,61.45359,86.881485,27.069519,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GL124_CT-ax,55.24341,74.15946,202.63046,57.247078,72.39075,188.47955,59.97956,69.80817,169.76378,63.25814,67.34266,152.90384,66.10125,65.27364,135.19016,69.0446,67.186104,117.52196,71.88953,74.06229,99.89454,73.16942,83.14403,81.800285,74.077415,90.69027,59.19159,74.39508,100.57875,37.114693,74.055626,104.41707,32.200573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
verse008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,69.16893,138.23769,262.7601,70.41084,133.1437,237.2993,72.79988,130.99745,204.03922,74.33292,127.35411,170.12946,76.36264,124.853775,135.88153,76.38664,126.1508,102.23645,74.18045,133.62576,73.1158,nan,nan,nan,nan,nan,nan
verse015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.31586,155.90472,272.03278,57.29707,153.04593,238.93958,58.32627,147.46725,205.07635,57.552006,147.61516,165.81572,52.729397,129.61844,120.05882,53.758606,137.26285,97.119736,nan,nan,nan
verse033,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71.50537,132.98947,566.82367,72.45488,142.96307,553.8207,73.54294,155.04138,536.0675,75.98413,163.3331,518.45465,74.84682,167.16864,510.2041,78.4597,177.1195,492.6573,79.56032,184.72707,472.62177,80.24867,192.30229,452.00647,78.45508,197.25937,416.8322,79.41057,198.32748,392.5285,79.938034,197.24884,368.4513,78.96553,193.78009,343.47827,78.05481,187.6022,317.9218,75.06615,177.83235,289.33917,73.00917,165.6495,261.6363,71.61278,153.4094,233.20767,72.75351,142.73383,202.51779,75.39194,137.26016,168.96744,76.80293,138.7544,139.22415,nan,nan,nan,nan,nan,nan
verse034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,156.51828,175.88312,447.4662,156.93259,172.9661,440.06232,156.92538,168.02075,408.78345,156.9516,162.66702,379.49512,158.27832,158.48029,345.35272,160.55096,151.59547,310.94745,162.22113,147.32397,274.162,162.8086,148.11963,237.73889,162.29712,153.48969,203.792,196.86224,145.35678,169.02103,nan,nan,nan
verse091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,179.07365,204.42007,612.5511,182.9144,214.86096,599.9758,187.0893,224.87091,583.7024,191.07327,234.39688,564.36664,193.43677,242.05109,546.99786,194.54926,250.02852,525.7424,193.92136,255.72763,505.49362,192.34302,258.77817,483.55725,190.22137,261.6542,459.42892,188.19394,262.29987,435.44638,185.18747,260.7814,410.6188,180.39018,257.02258,385.9994,175.52985,250.83365,356.66782,172.8548,244.53467,326.58087,170.75589,235.34726,297.99805,173.26692,230.56293,267.2808,179.83707,231.71272,238.79407,180.58556,239.01639,212.34592,nan,nan,nan,nan,nan,nan
verse104_CT-iso,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,165.78203,176.2688,483.99823,164.98277,179.36386,479.3147,168.09543,189.40732,459.60907,170.05724,200.60448,442.1482,167.55954,209.54681,420.90308,165.05925,214.70987,401.75543,161.82762,220.51816,378.02673,159.61377,222.74963,354.83478,159.25064,224.48318,330.0376,158.79213,220.6896,305.92505,158.79147,216.08524,279.64923,157.15747,211.8898,251.5099,155.58539,205.86295,221.09491,155.86105,197.74025,191.47842,157.14334,190.11789,160.1683,158.06326,186.33954,126.80493,158.794,181.65326,95.32595,nan,nan,nan,nan,nan,nan
verse113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,94.659065,74.167755,203.6192,92.25817,69.8247,174.31743,90.28586,67.83449,142.57362,89.940025,64.03967,114.834564,92.43441,57.71151,64.03325,92.44923,58.569946,59.598526,nan,nan,nan
verse122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,98.36206,37.445583,498.85672,98.07999,46.504017,484.09003,97.15326,55.021645,466.17514,97.52826,65.34823,449.05527,96.114655,76.29307,432.20853,93.28984,86.0678,412.77133,91.47177,92.962265,393.10687,89.35603,99.70253,371.19485,88.30029,102.97913,349.18823,87.64699,105.46556,324.61246,85.5293,107.52476,299.67145,81.05496,114.13508,273.0952,77.23447,107.61019,244.86702,71.42534,102.10467,216.73065,68.265076,95.13523,186.10005,67.00226,88.570694,154.39807,71.22417,86.479164,122.916855,72.93477,88.30844,95.25134,nan,nan,nan,nan,nan,nan
verse254,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51.597416,39.167255,630.5574,53.031395,50.329075,616.3924,55.27505,61.239697,599.91895,56.559883,70.37175,581.1026,57.641163,84.13643,559.60614,57.673855,94.038605,536.8436,57.345924,101.405106,512.9778,57.41931,107.00789,488.39313,58.09499,109.36604,462.32013,58.657505,110.71533,435.91504,59.47799,110.07037,409.65048,59.126747,107.82175,384.46503,58.840008,104.6167,358.10858,59.527817,101.5836,327.78735,60.553738,100.51105,294.32568,60.520477,97.19632,260.0784,59.849354,94.1181,224.59843,58.86052,91.167755,189.58113,57.986904,92.60188,159.51237,nan,nan,nan,nan,nan,nan
verse402_verse202_CT-sag,37.855778,67.08255,193.40555,38.013046,69.5898,178.53897,38.09946,69.66011,158.10312,37.984413,69.97461,138.32431,37.43192,67.16878,117.104454,36.90332,66.49843,96.43209,36.68102,69.230804,79.50499,35.65326,72.898056,58.468513,34.516735,77.57388,38.583603,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
verse402_verse251_CT-sag,nan,nan,nan,nan,nan,nan,nan,nan,nan,112.32361,188.65591,693.1332,112.367294,189.83034,685.40515,111.5094,192.81366,669.5602,110.66818,195.93001,651.7103,109.11836,200.5823,630.7495,107.4321,205.48428,609.8578,107.64168,213.40283,585.36707,107.81052,221.60318,560.7517,106.712906,227.32361,535.2112,106.563965,229.39362,509.9029,105.75618,229.43967,481.13635,105.11131,227.85532,453.5137,104.92389,223.5904,424.38397,103.59454,217.53418,395.50055,102.84787,209.67633,364.99936,103.651886,204.15938,330.6821,105.075424,199.72836,293.10583,105.72003,194.13742,254.91327,106.64302,190.05379,215.7278,107.87575,192.4382,176.62195,107.73372,198.59332,142.79996,108.426056,198.69879,133.93317,nan,nan,nan
verse406_verse214_CT-sag,77.27238,136.03749,149.93854,77.71599,145.11249,135.31259,78.15024,153.50275,119.05842,78.59914,160.87674,105.02257,80.50033,170.9031,92.825775,82.809654,180.72864,79.990395,84.42945,191.43156,70.69982,86.77609,207.93141,57.320633,92.19164,222.61426,45.26786,96.178276,236.65337,25.926216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
verse406_verse261_CT-sag,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,68.502464,53.580185,558.2688,68.655266,60.46379,554.88275,70.23201,74.2438,545.5346,72.27234,89.387375,532.95764,75.1165,103.277596,517.3618,78.44302,115.97215,497.7022,79.58728,125.49133,477.26862,77.92515,132.1157,456.02103,75.995995,136.14409,433.04395,76.02861,139.46983,409.33167,80.65007,142.06535,385.93585,89.460464,143.83725,363.2186,93.078545,138.86234,337.97345,86.4783,127.210846,314.1591,84.44599,125.5688,306.478,76.60085,117.40964,279.69202,72.92221,109.36797,248.03369,70.961075,101.7588,215.30193,70.73068,96.369354,178.9744,71.822525,95.64838,145.1739,70.68124,101.99589,111.92769,nan,nan,nan
verse407_verse215_CT-sag,43.35447,44.406246,142.92574,44.622658,46.43665,127.30992,44.444664,46.333405,108.65962,43.822998,45.092407,93.24551,43.180954,45.21204,76.42545,42.629845,48.101818,61.59926,42.104454,51.662437,46.008995,42.58432,57.914406,27.825542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
