GL003,63.56784,33.624973,241.02972,64.6552,34.146454,224.99803,64.6856,32.96936,206.83029,65.023636,33.14764,188.5662,67.40823,33.03784,169.78438,69.74205,34.22447,152.84796,70.50674,39.2713,137.21857,70.132614,46.89736,119.35269,70.00025,53.57347,97.89271,69.26388,61.21904,75.19684,69.65668,66.00504,53.474777,68.98279,69.95516,43.76986,68.5122,73.5334,18.247643,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GL016,91.22913,57.235653,197.28957,93.08526,58.119022,181.59233,93.28936,56.012768,163.2802,93.37104,55.902203,147.3139,94.14622,56.229733,131.45819,94.77123,57.2151,115.043945,95.37725,60.612217,97.41505,95.78433,67.21652,78.436356,96.14893,74.74469,59.54898,96.446465,82.21365,37.45812,97.02584,91.11113,19.370388,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GL047,69.24167,31.64167,181.11969,67.024025,32.733593,166.25214,62.85396,30.888489,152.87703,60.884277,31.68879,140.38611,57.705116,34.46794,125.6104,55.659912,39.116272,111.689316,55.598083,44.55045,99.5839,56.15203,54.574696,84.73595,58.409492,64.935745,67.155556,61.705986,75.43799,51.0711,61.420372,85.02666,32.98856,56.96077,91.58974,15.938364,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
GL124_CT-ax,55.916733,74.351494,202.3137,57.55842,74.197556,186.15244,60.086685,69.981514,167.08293,63.58792,68.21472,149.37132,66.676445,67.03299,131.73073,70.23538,68.41635,115.25001,72.67011,74.23852,98.995605,73.709305,82.93815,82.25589,74.068214,90.308525,59.60775,74.05319,101.05001,36.703526,74.77866,104.39166,32.078423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
verse008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,69.39453,138.81166,262.2503,70.61209,133.33739,236.99092,73.10188,132.03384,203.94394,75.41971,129.06044,170.1782,77.43004,126.778595,135.38254,77.27046,127.927704,102.23244,74.56149,135.35538,74.21828,76.62352,135.99713,56.13293,nan,nan,nan
verse015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,56.302986,156.91988,272.78705,58.02213,153.43898,239.43242,59.186653,149.62714,203.64809,59.691628,149.83987,205.04408,49.648045,151.7119,149.1489,nan,nan,nan,nan,nan,nan
verse033,nan,nan,nan,nan,nan,nan,57.82208,87.42908,575.0034,59.01688,92.05233,570.4264,71.1537,129.43144,571.33777,71.548904,135.04662,563.53186,72.7113,143.035,551.19324,74.00363,154.95648,535.8535,75.46852,163.51968,517.3028,75.82718,168.38031,509.74268,79.24501,182.64479,479.78528,79.71048,189.19202,460.30896,79.47722,197.20576,438.29895,80.16142,198.38606,416.49957,80.18106,198.10371,391.7558,80.038635,196.54694,367.87585,79.8201,193.09163,342.72852,78.4135,187.40999,316.80426,75.65175,177.82257,288.4466,73.23279,165.58948,261.52127,71.9131,154.37418,232.33878,73.093094,143.63045,201.4205,75.83293,138.3884,168.37138,77.28252,139.99779,140.53131,nan,nan,nan,nan,nan,nan
verse034,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,156.9421,174.4111,442.23627,156.78755,169.59793,416.01666,157.0762,167.80432,407.39935,157.2382,161.62561,377.03308,158.43881,158.99725,344.82574,160.74211,152.39896,310.7931,162.55289,148.99939,273.25082,163.17404,149.19257,237.07814,162.95462,154.85107,204.22899,nan,nan,nan,nan,nan,nan
verse091,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,178.3913,203.6907,614.06116,180.18372,207.49495,609.9917,183.72134,216.00862,597.6005,187.18057,224.86197,581.21686,190.91263,235.29251,563.4044,193.3577,243.51086,545.5045,194.45709,251.33557,524.50085,193.81985,256.52222,502.48474,192.3349,259.20602,478.97318,189.95325,260.37222,457.82452,187.86218,260.4662,433.13058,185.46802,258.98242,410.14673,180.46838,256.64194,384.36404,176.19536,250.67136,355.98428,172.77786,245.83548,326.4281,171.30923,237.00629,298.53107,174.2106,232.61977,267.54257,180.11533,232.94754,238.5015,181.72867,240.0204,213.2609,nan,nan,nan,nan,nan,nan
verse104_CT-iso,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,165.4784,177.04358,484.56696,166.37518,180.13376,475.73907,168.09836,190.22896,458.83484,169.00597,201.56174,440.89545,167.3609,209.49472,419.59772,164.81404,215.95929,398.01996,161.58423,222.05795,370.4765,160.00772,223.3934,349.08862,159.23103,224.3956,325.85846,159.03009,220.67581,300.92963,158.63757,216.82288,275.7746,157.50645,211.61627,250.26494,155.77194,206.20972,219.805,156.22876,198.04639,189.14215,157.44675,190.46661,157.84676,158.68427,187.0733,124.504654,159.12598,182.89963,95.20889,nan,nan,nan,nan,nan,nan
